source,name,predicate_name,cluster_id_real
www.canon-europe.com,af assist beam,auto_focus_beam,100
www.cambuy.com.au,af assist beam,auto_focus_beam,100
www.camerafarm.com.au,af assist beam,auto_focus_beam,100
www.cambuy.com.au,af assist lamp,auto_focus_beam,100
www.ebay.com,af assist lamp,auto_focus_beam,100
www.shopmania.in,af illuminator,auto_focus_beam,100
www.camerafarm.com.au,afassist lamp,auto_focus_beam,100
www.ilgs.net,auto focus af assist beam,auto_focus_beam,100
www.ebay.com,auto focus assist light,auto_focus_beam,100
www.ebay.com,autofocus assist lamp,auto_focus_beam,100
www.cambuy.com.au,af modes,auto_focus_mode,200
www.canon-europe.com,af modes,auto_focus_mode,200
www.ilgs.net,auto focusing af modes,auto_focus_mode,200
www.shopmania.in,autofocus,auto_focus_mode,200
www.cambuy.com.au,focus,auto_focus_mode,200
www.flipkart.com,focus mode,auto_focus_mode,200
www.camerafarm.com.au,focus modes,auto_focus_mode,200
www.cambuy.com.au,focusarea selection,auto_focus_mode,200
www.price-hunt.com,focusing sysetm,auto_focus_mode,200
www.price-hunt.com,focusing sysetm,auto_focus_mode,200
www.alibaba.com,auto focus,auto_focus_mode,201
www.price-hunt.com,focus,auto_focus_mode,201
www.eglobalcentral.co.uk,focus,auto_focus_mode,201
www.flipkart.com,focus,auto_focus_mode,201
www.alibaba.com,focus control,auto_focus_mode,201
www.price-hunt.com,focus mode,auto_focus_mode,201
www.buzzillions.com,focus modes,auto_focus_mode,201
www.eglobalcentral.co.uk,focus type,auto_focus_mode,201
cammarkt.com,focus type,auto_focus_mode,201
www.alibaba.com,focusing system,auto_focus_mode,201
www.price-hunt.com,auto focus,auto_focus_mode,202
www.pricedekho.com,auto focus,auto_focus_mode,202
www.mypriceindia.com,auto focus,auto_focus_mode,202
www.flipkart.com,auto focus,auto_focus_mode,202
www.shopmania.in,autofocus,auto_focus_mode,202
www.cambuy.com.au,autofocus,auto_focus_mode,202
www.cambuy.com.au,autofocus af,auto_focus_mode,202
www.camerafarm.com.au,autofocus system,auto_focus_mode,202
www.price-hunt.com,focus,auto_focus_mode,202
www.price-hunt.com,focus mode,auto_focus_mode,202
www.buzzillions.com,focus modes,auto_focus_mode,202
www.price-hunt.com,auto focus,auto_focus_mode,203
www.pricedekho.com,auto focus,auto_focus_mode,203
www.mypriceindia.com,auto focus,auto_focus_mode,203
www.flipkart.com,auto focus,auto_focus_mode,203
www.buzzillions.com,focus modes,auto_focus_points,300
www.cambuy.com.au,af point selection,auto_focus_points,300
www.cambuy.com.au,af points,auto_focus_points,300
www.canon-europe.com,af system  points,auto_focus_points,300
www.cambuy.com.au,af system points,auto_focus_points,300
www.canon-europe.com,af system points,auto_focus_points,300
www.camerafarm.com.au,af system points,auto_focus_points,300
www.cambuy.com.au,afarea mode,auto_focus_points,300
www.ebay.com,afarea mode,auto_focus_points,300
www.ebay.com,afarea modes,auto_focus_points,300
www.ilgs.net,auto focus af points,auto_focus_points,300
www.cambuy.com.au,autofocus,auto_focus_points,300
www.camerafarm.com.au,dynamic af mode,auto_focus_points,300
www.ebay.com,dynamic af mode,auto_focus_points,300
www.camerafarm.com.au,focus point,auto_focus_points,300
www.ebay.com,focus point,auto_focus_points,300
www.cambuy.com.au,focus point,auto_focus_points,300
www.alibaba.com,focus point,auto_focus_points,300
www.cambuy.com.au,focusarea selection,auto_focus_points,300
www.flipkart.com,focusing sysetm,auto_focus_points,300
www.shopmania.in,number of focus points,auto_focus_points,300
www.mypriceindia.com,other focus features,auto_focus_points,300
www.canon-europe.com,af point selection,auto_focus_points,301
www.ilgs.net,auto focus af points selection,auto_focus_points,301
www.cambuy.com.au,batteries,battery_chemistry,400
www.canon-europe.com,batteries,battery_chemistry,400
www.eglobalcentral.co.uk,battery,battery_chemistry,400
www.shopmania.in,battery,battery_chemistry,400
www.henrys.com,battery,battery_chemistry,400
www.cambuy.com.au,battery,battery_chemistry,400
www.ebay.com,battery chemistry,battery_chemistry,400
www.pcconnection.com,battery technology,battery_chemistry,400
www.ilgs.net,battery technology,battery_chemistry,400
www.ilgs.net,battery type,battery_chemistry,400
www.price-hunt.com,battery type,battery_chemistry,400
www.buzzillions.com,battery type,battery_chemistry,400
www.walmart.com,battery type,battery_chemistry,400
cammarkt.com,battery type,battery_chemistry,400
www.buzzillions.com,compatible battery,battery_chemistry,400
www.pricedekho.com,supplied battery,battery_chemistry,400
www.wexphotographic.com,battery model,battery_type,400
cammarkt.com,battery life,battery_duration,500
www.cambuy.com.au,battery life,battery_duration,500
www.ilgs.net,battery life cipa standard,battery_duration,500
www.cambuy.com.au,battery life cipa standard,battery_duration,500
www.ilgs.net,battery life max,battery_duration,501
www.cambuy.com.au,batteries,battery_type,600
www.canon-europe.com,batteries,battery_type,600
www.eglobalcentral.co.uk,battery,battery_type,600
www.shopmania.in,battery,battery_type,600
www.henrys.com,battery,battery_type,600
www.cambuy.com.au,battery,battery_type,600
www.wexphotographic.com,battery model,battery_type,600
buy.net,battery model supported,battery_type,600
www.ilgs.net,battery type,battery_type,600
www.price-hunt.com,battery type,battery_type,600
cammarkt.com,battery type,battery_type,600
www.buzzillions.com,compatible battery,battery_type,600
www.pricedekho.com,supplied battery,battery_type,600
www.ebay.com,brand,brand,700
www.camerafarm.com.au,brand,brand,700
www.shopmania.in,brand,brand,700
www.ukdigitalcameras.co.uk,brand,brand,700
www.pricedekho.com,brand,brand,700
www.pricedekho.com,brand,brand,700
www.ukdigitalcameras.co.uk,brand,brand,700
www.pricedekho.com,brand,brand,700
cammarkt.com,brand,brand,700
www.flipkart.com,brand,brand,700
www.price-hunt.com,brand,brand,700
buy.net,brand name,brand,700
www.gosale.com,manufacturer,brand,700
www.ilgs.net,manufacturer,brand,700
cammarkt.com,manufacturer,brand,700
www.shopmania.in,product name,brand,700
buy.net,depth,camera_depth,800
www.shopmania.in,depth,camera_depth,800
www.ilgs.net,depth,camera_depth,800
www.buzzillions.com,depth inches,camera_depth,800
www.mypriceindia.com,dimensions,camera_depth,800
www.price-hunt.com,dimensions,camera_depth,800
www.shopbot.com.au,dimensions,camera_depth,800
www.gosale.com,dimensions,camera_depth,800
www.pricedekho.com,dimensions,camera_depth,800
www.canon-europe.com,dimensions,camera_depth,800
www.alibaba.com,dimensions,camera_depth,800
www.ilgs.net,dimensions w x d x h,camera_depth,800
www.eglobalcentral.co.uk,dimensions w x h x d,camera_depth,800
www.cambuy.com.au,dimensions w x h x d,camera_depth,800
www.canon-europe.com,dimensions wxhxd,camera_depth,800
www.henrys.com,dimensions wxhxd,camera_depth,800
www.cambuy.com.au,dimensions wxhxd,camera_depth,800
www.pcconnection.com,physical dimensions,camera_depth,800
www.walmart.com,product in inches l x w x h,camera_depth,800
www.wexphotographic.com,size,camera_depth,800
www.mypriceindia.com,dimensions,camera_height,1000
www.price-hunt.com,dimensions,camera_height,1000
www.shopbot.com.au,dimensions,camera_height,1000
www.gosale.com,dimensions,camera_height,1000
www.pricedekho.com,dimensions,camera_height,1000
www.canon-europe.com,dimensions,camera_height,1000
www.alibaba.com,dimensions,camera_height,1000
www.eglobalcentral.co.uk,dimensions approx,camera_height,1000
www.ilgs.net,dimensions w x d x h,camera_height,1000
www.eglobalcentral.co.uk,dimensions w x h x d,camera_height,1000
www.cambuy.com.au,dimensions w x h x d,camera_height,1000
www.canon-europe.com,dimensions wxhxd,camera_height,1000
www.henrys.com,dimensions wxhxd,camera_height,1000
www.cambuy.com.au,dimensions wxhxd,camera_height,1000
www.shopmania.in,height,camera_height,1000
www.ilgs.net,height,camera_height,1000
www.buzzillions.com,height inches,camera_height,1000
www.pcconnection.com,physical dimensions,camera_height,1000
www.walmart.com,product in inches l x w x h,camera_height,1000
www.wexphotographic.com,size,camera_height,1000
www.ebay.com,body type,camera_type,1100
www.buzzillions.com,camera style,camera_type,1100
buy.net,camera type,camera_type,1100
www.ilgs.net,camera type,camera_type,1100
www.cambuy.com.au,camera type,camera_type,1100
www.pcconnection.com,camera type,camera_type,1100
www.buzzillions.com,camera type,camera_type,1100
www.gosale.com,camera type,camera_type,1100
www.shopbot.com.au,camera type,camera_type,1100
cammarkt.com,camera type,camera_type,1100
www.henrys.com,camera type,camera_type,1100
www.pricedekho.com,dimension,camera_width,1200
www.mypriceindia.com,dimensions,camera_width,1200
www.price-hunt.com,dimensions,camera_width,1200
www.shopbot.com.au,dimensions,camera_width,1200
www.gosale.com,dimensions,camera_width,1200
www.pricedekho.com,dimensions,camera_width,1200
www.canon-europe.com,dimensions,camera_width,1200
www.alibaba.com,dimensions,camera_width,1200
www.eglobalcentral.co.uk,dimensions approx,camera_width,1200
www.ilgs.net,dimensions w x d x h,camera_width,1200
www.eglobalcentral.co.uk,dimensions w x h x d,camera_width,1200
www.cambuy.com.au,dimensions w x h x d,camera_width,1200
www.canon-europe.com,dimensions wxhxd,camera_width,1200
www.henrys.com,dimensions wxhxd,camera_width,1200
www.cambuy.com.au,dimensions wxhxd,camera_width,1200
www.pcconnection.com,physical dimensions,camera_width,1200
www.walmart.com,product in inches l x w x h,camera_width,1200
www.wexphotographic.com,size,camera_width,1200
www.ilgs.net,width,camera_width,1200
buy.net,width,camera_width,1200
cammarkt.com,width,camera_width,1200
www.shopmania.in,width,camera_width,1200
www.buzzillions.com,width inches,camera_width,1200
www.buzzillions.com,camera color,color,1300
www.ebay.com,camera colour,color,1300
www.pricedekho.com,color,color,1300
www.buzzillions.com,color,color,1300
www.price-hunt.com,color,color,1300
cammarkt.com,color,color,1300
www.flipkart.com,color,color,1300
www.pcconnection.com,color,color,1300
www.priceme.co.nz,colour,color,1300
www.henrys.com,colour,color,1300
www.ukdigitalcameras.co.uk,colour,color,1300
www.wexphotographic.com,colour,color,1300
www.ilgs.net,colour of product,color,1300
www.walmart.com,primary color,color,1300
www.price-hunt.com,color filter,color_filter,1400
www.flipkart.com,color filter,color_filter,1400
www.pricedekho.com,color filter,color_filter,1400
www.camerafarm.com.au,color filter,color_filter,1400
www.mypriceindia.com,color filter,color_filter,1400
www.ebay.com,color filter system,color_filter,1400
www.cambuy.com.au,colour filter,color_filter,1400
www.cambuy.com.au,colour filter size,color_filter,1400
www.cambuy.com.au,colour filter type,color_filter,1400
www.camerafarm.com.au,colour filter type,color_filter,1400
www.ebay.com,compensation,exposure_compensation,1500
www.cambuy.com.au,exposure compansation,exposure_compensation,1500
www.shopmania.in,exposure compensation,exposure_compensation,1500
www.cambuy.com.au,exposure compensation,exposure_compensation,1500
www.canon-europe.com,exposure compensation,exposure_compensation,1500
www.price-hunt.com,exposure compensation,exposure_compensation,1500
www.flipkart.com,exposure compensation,exposure_compensation,1500
www.camerafarm.com.au,exposure compensation,exposure_compensation,1500
www.pricedekho.com,exposure compensation,exposure_compensation,1500
www.wexphotographic.com,exposure control,exposure_compensation,1500
www.cambuy.com.au,exposure control,exposure_compensation,1500
www.camerafarm.com.au,exposure control,exposure_compensation,1500
www.ilgs.net,flash exposure correction,exposure_compensation,1500
www.ilgs.net,light exposure control,exposure_compensation,1500
www.ilgs.net,light exposure correction,exposure_compensation,1500
buy.net,exposure control,exposure_mode,1600
www.cambuy.com.au,exposure control,exposure_mode,1600
www.cambuy.com.au,exposure mode,exposure_mode,1600
www.wexphotographic.com,exposure modes,exposure_mode,1600
www.shopmania.in,exposure modes,exposure_mode,1600
www.camerafarm.com.au,exposure modes,exposure_mode,1600
www.henrys.com,exposure modes,exposure_mode,1600
www.buzzillions.com,exposure modes,exposure_mode,1600
www.price-hunt.com,exposure modes,exposure_mode,1600
www.flipkart.com,exposure modes,exposure_mode,1600
www.cambuy.com.au,exposure parameters,exposure_mode,1600
www.ilgs.net,light exposure control,exposure_mode,1600
www.ilgs.net,light exposure modes,exposure_mode,1600
www.wexphotographic.com,card format,external_memory_type,1700
www.camerafarm.com.au,card slot,external_memory_type,1700
www.buzzillions.com,card slot,external_memory_type,1700
www.ilgs.net,compatible memory cards,external_memory_type,1700
www.pcconnection.com,flash memory form factor,external_memory_type,1700
buy.net,memory card support,external_memory_type,1700
www.mypriceindia.com,memory card type,external_memory_type,1700
www.price-hunt.com,memory card type,external_memory_type,1700
www.flipkart.com,memory card type,external_memory_type,1700
www.shopmania.in,memory type,external_memory_type,1700
cammarkt.com,memory type,external_memory_type,1700
www.garricks.com.au,memory type,external_memory_type,1700
www.buzzillions.com,memory type,external_memory_type,1700
www.buzzillions.com,removable memory type,external_memory_type,1700
www.buzzillions.com,storage media type,external_memory_type,1700
www.ebay.com,storage memory,external_memory_type,1700
www.eglobalcentral.co.uk,storage type,external_memory_type,1700
www.camerafarm.com.au,file system,file_system,1800
www.ebay.com,file system,file_system,1800
www.cambuy.com.au,file system,file_system,1800
www.ebay.com,storage file system,file_system,1800
www.pcconnection.com,35mm equivalent focal length max,focal_length_max,1900
www.mypriceindia.com,focal length,focal_length_max,1900
cammarkt.com,focal length,focal_length_max,1900
www.shopmania.in,focal length,focal_length_max,1900
buy.net,focal length,focal_length_max,1900
www.price-hunt.com,focal length,focal_length_max,1900
www.flipkart.com,focal length,focal_length_max,1900
www.pricedekho.com,focal length,focal_length_max,1900
www.canon-europe.com,focal length,focal_length_max,1900
www.cambuy.com.au,focal length,focal_length_max,1900
buy.net,focal length 35mm equivalent,focal_length_max,1900
www.shopmania.in,focal length equivalent to 35mm,focal_length_max,1900
www.walmart.com,focal length equivalent to 35mm camera,focal_length_max,1900
www.pcconnection.com,focal length max,focal_length_max,1900
www.ilgs.net,focal length range ff,focal_length_max,1900
www.wexphotographic.com,focal length tele,focal_length_max,1900
www.priceme.co.nz,max focal length,focal_length_max,1900
www.flipkart.com,maximum focal length,focal_length_max,1900
www.ilgs.net,maximum focal length 35mm film equiv,focal_length_max,1900
www.pcconnection.com,35mm equivalent focal length min,focal_length_min,2000
www.mypriceindia.com,focal length,focal_length_min,2000
cammarkt.com,focal length,focal_length_min,2000
www.shopmania.in,focal length,focal_length_min,2000
buy.net,focal length,focal_length_min,2000
www.price-hunt.com,focal length,focal_length_min,2000
www.eglobalcentral.co.uk,focal length,focal_length_min,2000
www.flipkart.com,focal length,focal_length_min,2000
www.pricedekho.com,focal length,focal_length_min,2000
www.canon-europe.com,focal length,focal_length_min,2000
www.cambuy.com.au,focal length,focal_length_min,2000
buy.net,focal length 35mm equivalent,focal_length_min,2000
www.shopmania.in,focal length equivalent to 35mm,focal_length_min,2000
www.walmart.com,focal length equivalent to 35mm camera,focal_length_min,2000
www.pcconnection.com,focal length min,focal_length_min,2000
www.ilgs.net,focal length range ff,focal_length_min,2000
www.wexphotographic.com,focal length wide,focal_length_min,2000
www.priceme.co.nz,min focal length,focal_length_min,2000
www.ilgs.net,minimum focal length 35mm film equiv,focal_length_min,2000
www.camerafarm.com.au,file format,image_format,2200
www.cambuy.com.au,file format,image_format,2200
www.wexphotographic.com,file formats,image_format,2200
www.henrys.com,file formats,image_format,2200
www.cambuy.com.au,file formats,image_format,2200
www.shopmania.in,image format,image_format,2200
www.flipkart.com,image format,image_format,2200
www.buzzillions.com,image format,image_format,2200
www.pricedekho.com,image format,image_format,2200
www.mypriceindia.com,image format,image_format,2200
www.price-hunt.com,image format,image_format,2200
www.buzzillions.com,image formats,image_format,2200
www.ilgs.net,image formats supported,image_format,2200
www.ilgs.net,recording format,image_format,2200
www.buzzillions.com,still image file formats,image_format,2200
www.priceme.co.nz,still image format,image_format,2200
www.ebay.com,still image format,image_format,2200
www.pcconnection.com,still image format,image_format,2200
www.canon-europe.com,still image type,image_format,2200
www.cambuy.com.au,still image type,image_format,2200
www.camerafarm.com.au,still image type,image_format,2200
www.buzzillions.com,camera pixel count,image_resolution,2300
www.ukdigitalcameras.co.uk,camera resolution,image_resolution,2300
www.mypriceindia.com,camera resolution,image_resolution,2300
cammarkt.com,camera resolution,image_resolution,2300
www.buzzillions.com,effective megapixel count,image_resolution,2300
buy.net,effective megapixels,image_resolution,2300
www.camerafarm.com.au,effective pixels,image_resolution,2300
www.henrys.com,effective pixels,image_resolution,2300
www.alibaba.com,effective pixels,image_resolution,2300
www.eglobalcentral.co.uk,effective pixels,image_resolution,2300
www.cambuy.com.au,effective pixels,image_resolution,2300
www.alibaba.com,image sensor,image_resolution,2300
www.cambuy.com.au,image size pixels,image_resolution,2300
www.cambuy.com.au,imaging sensor  effective pixels,image_resolution,2300
www.ebay.com,mã©gapixels,image_resolution,2300
www.ilgs.net,megapixel,image_resolution,2300
www.gosale.com,megapixel range,image_resolution,2300
www.gosale.com,megapixels,image_resolution,2300
www.buzzillions.com,megapixels,image_resolution,2300
www.ebay.com,megapixels,image_resolution,2300
www.pcconnection.com,megapixels,image_resolution,2300
cammarkt.com,megapixels,image_resolution,2300
www.wexphotographic.com,megapixels,image_resolution,2300
www.cambuy.com.au,number of effective pixels,image_resolution,2300
www.price-hunt.com,optical sensor resolution in megapixel,image_resolution,2300
www.pricedekho.com,optical sensor resolution in megapixel,image_resolution,2300
www.pricedekho.com,optical sensor resolution in megapixel,image_resolution,2300
www.pricedekho.com,optical sensor resolution in megapixel,image_resolution,2300
www.flipkart.com,optical sensor resolution in megapixel,image_resolution,2300
www.price-hunt.com,other resolution,image_resolution,2300
www.pricedekho.com,other resolution,image_resolution,2300
www.ebay.com,photo resolution,image_resolution,2300
www.ebay.com,pixel,image_resolution,2300
www.buzzillions.com,pixel count,image_resolution,2300
www.pricedekho.com,pixels,image_resolution,2300
www.cambuy.com.au,raw,image_resolution,2300
www.alibaba.com,resolution,image_resolution,2300
www.buzzillions.com,resolution,image_resolution,2300
www.shopmania.in,resolution,image_resolution,2300
www.garricks.com.au,resolution,image_resolution,2300
cammarkt.com,resolution,image_resolution,2300
www.ebay.com,resolution (megapixels),image_resolution,2300
www.walmart.com,resolution megapixels,image_resolution,2300
www.garricks.com.au,sensor details,image_resolution,2300
www.shopbot.com.au,sensor resolution,image_resolution,2300
www.ilgs.net,total megapixels,image_resolution,2300
www.price-hunt.com,total pixelgross pixel,image_resolution,2300
www.camerafarm.com.au,total pixels,image_resolution,2300
buy.net,total pixels,image_resolution,2300
www.cambuy.com.au,total pixels,image_resolution,2300
www.eglobalcentral.co.uk,total pixels,image_resolution,2300
cammarkt.com,camera resolution,image_resolution,2301
www.alibaba.com,effective pixels,image_resolution,2301
cammarkt.com,image resolutions,image_resolution,2301
www.shopmania.in,image resolutions,image_resolution,2301
www.cambuy.com.au,image size pixels,image_resolution,2301
www.alibaba.com,max image resolution,image_resolution,2301
www.priceme.co.nz,max image resolution,image_resolution,2301
www.mypriceindia.com,max resolution,image_resolution,2301
www.eglobalcentral.co.uk,max resolution,image_resolution,2301
www.ilgs.net,maximum image resolution,image_resolution,2301
www.price-hunt.com,other resolution,image_resolution,2301
www.ebay.com,pixel resolution,image_resolution,2301
www.wexphotographic.com,resolution,image_resolution,2301
www.buzzillions.com,still image resolution max,image_resolution,2301
www.ilgs.net,still image resolutions,image_resolution,2301
www.alibaba.com,total pixel no,image_resolution,2301
www.buzzillions.com,builtin memory,internal_memory_capacity,2400
www.henrys.com,builtin memory,internal_memory_capacity,2400
www.price-hunt.com,inbuilt memory,internal_memory_capacity,2400
www.pricedekho.com,inbuilt memory,internal_memory_capacity,2400
buy.net,installed memory,internal_memory_capacity,2400
www.shopmania.in,installed memory,internal_memory_capacity,2400
www.buzzillions.com,internal memory,internal_memory_capacity,2400
www.ilgs.net,internal memory,internal_memory_capacity,2400
www.ebay.com,highest standard iso sensitivity,iso_sensitivity_max,2500
www.wexphotographic.com,iso max,iso_sensitivity_max,2500
www.ebay.com,iso range,iso_sensitivity_max,2500
www.mypriceindia.com,iso rating,iso_sensitivity_max,2500
www.pricedekho.com,iso rating,iso_sensitivity_max,2500
www.price-hunt.com,iso rating,iso_sensitivity_max,2500
www.flipkart.com,iso rating,iso_sensitivity_max,2500
www.henrys.com,iso sensitivity,iso_sensitivity_max,2500
www.eglobalcentral.co.uk,iso sensitivity,iso_sensitivity_max,2500
www.camerafarm.com.au,iso sensitivity,iso_sensitivity_max,2500
www.cambuy.com.au,iso sensitivity,iso_sensitivity_max,2500
www.canon-europe.com,iso sensitivity,iso_sensitivity_max,2500
www.ilgs.net,iso sensitivity,iso_sensitivity_max,2500
buy.net,iso sensitivity,iso_sensitivity_max,2500
www.ilgs.net,iso sensitivity max,iso_sensitivity_max,2500
www.cambuy.com.au,iso sensitivity recommended exposure index,iso_sensitivity_max,2500
www.cambuy.com.au,iso sensitivity standard output sensitivity,iso_sensitivity_max,2500
www.ebay.com,iso speed,iso_sensitivity_max,2500
www.cambuy.com.au,iso speed range,iso_sensitivity_max,2500
www.priceme.co.nz,light sensitivity,iso_sensitivity_max,2500
www.shopmania.in,light sensitivity iso,iso_sensitivity_max,2500
